2327,One Hundred Years of Solitude,871-36-82523-54-8,Leroy Kelly
2328,Lolita,567-40-27024-70-6,Brad May
2329,Anna Karenina,014-30-23001-10-5,Cameron Carson
2330,Don Quixote,231-08-42344-45-5,Dasha Allwood
2331,The Flowers of Evil,100-34-34381-60-5,Karen Adams
2332,The Good Soldier,835-11-62057-84-4,Ember Henderson
2333,The Divine Comedy,377-66-86502-42-7,Carrie Thomson
2334,Pride and Prejudice,130-50-36385-48-3,Chester Antcliff
2335,Oedipus,412-71-47403-66-6,Parker Fulton
2336,In Search of Lost Time,882-22-30373-16-5,Sofie Owens
2337,Alice Adventures in Wonderland,031-18-82180-05-1,Josephine Drummond
2338,Tess of the d'Urbervilles,244-41-71420-66-4,Maia Fleming
2339,War and Peace,107-38-80133-06-6,Livia Spencer
2340,Lolita,760-68-50658-53-4,Enoch James
2341,One Hundred Years of Solitude,000-42-44273-06-5,Helen Rogers
2342,Gargantua and Pantagruel,381-82-46520-46-8,Oliver Groves
2343,Moby Dick,006-25-14301-80-0,Davina Howard
2344,David Copperfield,332-56-43783-05-8,Sienna Addley
2345,Robinson Crusoe,841-47-65513-65-2,Elena John
2346,Moby Dick,120-52-43357-46-1,Nate Cooper
2347,War and Peace,033-15-65851-51-6,Alan Andrews
2348,David Copperfield,512-65-06128-17-8,Ronald Shaw
2349,Paradise Lost,007-05-54662-71-7,Logan Dobson
2350,One Hundred Years of Solitude,632-83-35036-41-5,Celina Woodley
2351,Hamlet,145-50-57086-88-3,Sarah Varndell
2352,Madame Bovary,266-65-61027-84-0,Savannah Redden
2353,The Odyssey,337-76-73745-60-0,Jasmine Tobin
2354,The Old Man and the Sea,853-24-73576-85-7,Carla Whitehouse
2355,One Hundred Years of Solitude,865-54-83810-38-2,Ivette Higgs
2356,Pride and Prejudice,166-58-53180-42-5,Nicole Adams
2357,One Hundred Years of Solitude,451-43-60336-06-4,Bryon Vince
2358,Tess of the d'Urbervilles,461-80-11457-75-4,Elena Alldridge
2359,Oedipus,805-47-06247-34-3,Mya Herbert
2360,The Flowers of Evil,440-53-38067-16-7,Rick Mould
2361,The Sound and the Fury,332-35-64542-68-2,Tony Riley
2362,The Flowers of Evil,655-14-55401-55-5,Alexa Freeburn
2363,In Search of Lost Time,371-37-75881-20-4,Sara Becker
2364,Alice Adventures in Wonderland,824-67-76754-80-7,Charlotte Ebden
2365,The Lord of The Rings,780-27-68153-34-4,Julianna Larsen
2366,The Sun Also Rises,218-74-04523-67-0,Gabriel Saunders
2367,The Sound and the Fury,833-70-54423-32-0,Bart Clifton
2368,Les Misérables,706-72-85653-23-4,Chelsea Murray
2369,Oedipus,477-61-54326-12-1,Nicholas Cobb
2370,The Flowers of Evil,186-06-36032-11-6,Candice Mitchell
2371,Les Misérables,481-55-41482-44-4,Agnes Middleton
2372,The Flowers of Evil,133-67-30562-22-4,Raquel Herbert
2373,Tess of the d'Urbervilles,706-15-44461-25-8,Leroy Tanner
2374,Pride and Prejudice,657-56-41871-82-4,Michael Isaac
2375,The Good Soldier,226-55-87112-60-7,Deborah Lynn
2376,In Search of Lost Time,042-20-45162-52-1,Christy Morgan
2377,Vanity Fair,058-30-58342-37-0,Cecilia Sinclair
2378,Gulliver's Travels,470-21-61375-28-8,Carmella Fowler
2379,Great Expectations,075-18-82752-12-6,Macy Milner
2380,The Magic Mountain,011-08-77828-64-5,Tiffany Fleming
2381,The Lord of The Rings,060-65-77454-80-1,Ruby Patel
2382,David Copperfield,555-21-07168-52-8,Benjamin Robinson
2383,Hamlet,034-44-23522-78-1,Juliette Freeburn
2384,Tess of the d'Urbervilles,084-38-51577-21-5,Cedrick Stewart
2385,Game of Thrones,377-10-22676-02-4,Maya Verdon
2386,The Old Man and the Sea,556-51-63854-13-6,Faith King
2387,The Great Gatsby,062-68-61618-12-3,Jaylene Hall
2388,One Thousand and One Nights,270-42-04237-13-0,Monica Ingham
2389,One Hundred Years of Solitude,438-35-85806-15-2,Elena Foxley
2390,Nineteen Eighty Four,160-57-56347-03-0,Kamila Appleton
2391,The Odyssey,778-05-74423-26-1,Anne Victor
2392,The Flowers of Evil,161-85-62010-45-8,Tyler Blackwall
2393,Tristram Shandy,203-24-74152-35-3,Cecilia Wise
2394,Les Misérables,488-82-06847-87-2,John Clarke
2395,Oedipus,414-46-86784-73-6,Tom Davies
2396,The Good Soldier,455-40-86380-52-2,Kieth Price
2397,War and Peace,558-77-81125-74-6,Liam Bennett
2398,Lolita,615-14-17178-14-6,Elise Whittle
2399,Alice Adventures in Wonderland,212-66-53362-77-1,Elena Wheeler
2400,Gone With the Wind,237-31-40600-05-4,Abbey Cooper
2401,War and Peace,502-00-41767-02-5,Mavis Forester
2402,The Canterbury Tales,271-60-52055-36-1,Marilyn Victor
2403,The Sun Also Rises,423-41-75445-03-3,Mark Redfern
2404,Robinson Crusoe,862-84-30048-71-4,Chanelle Matthews
2405,Alice Adventures in Wonderland,144-50-05150-15-1,Dani Farmer
2406,Ulysses,240-50-72468-63-8,Jackeline Holt
2407,Emma,072-77-66683-73-2,Rick Whatson
2408,Lolita,428-41-51030-87-5,Laila Ulyatt
2409,The Red and the Black,225-03-72704-40-4,Nate Rose
2410,The Scarlet Letter,304-67-11645-78-3,Cara Robe
2411,Les Misérables,356-60-36611-68-8,Danny Taylor
2412,Les Misérables,675-13-04281-48-6,Erin Bradshaw
2413,Alice Adventures in Wonderland,823-43-67060-36-4,Anthony Rigg
2414,The Great Gatsby,316-10-41311-16-3,Erick Morrow
2415,Gargantua and Pantagruel,663-73-07050-04-3,Megan Groves
2416,Paradise Lost,820-88-61114-52-3,Rihanna Wright
2417,Gargantua and Pantagruel,106-28-18033-07-7,Nancy Freeburn
2418,Gargantua and Pantagruel,700-77-82525-17-2,Kirsten Nielson
2419,The Good Soldier,050-38-11843-02-3,Luna Wright
2420,The Good Soldier,304-83-04564-62-1,Bob Blythe
2421,Lord of the Flies,888-37-88725-13-8,Tyler Mcguire
2422,War and Peace,484-55-45725-36-2,Alex Archer
2423,Alice Adventures in Wonderland,513-14-14004-21-7,Peter Wright
2424,Gone With the Wind,013-52-33552-51-0,Enoch Blackburn
2425,Gargantua and Pantagruel,371-30-78440-25-4,Cecilia Oliver
2426,Lolita,760-42-78587-88-0,Mya Cobb
2427,The Great Gatsby,074-18-33073-08-1,Barry Lambert
2428,The Magic Mountain,840-21-01618-05-3,Mark Jarvis
2429,Vanity Fair,074-57-35444-86-6,Harry Corbett
2430,The Sound and the Fury,631-78-72374-33-3,Ally Burnley
2431,Lolita,185-51-13654-20-3,Tara Tait
2432,The Good Soldier,482-51-02287-20-1,Luke Vinton
2433,The Great Gatsby,410-15-27022-82-4,Roger Ashwell
2434,Ulysses,462-18-73312-16-4,Tony Grant
2435,Les Misérables,877-37-64577-28-4,Gladys Chapman
2436,Wuthering Heights,747-84-26648-52-7,Tony Grady
2437,The Canterbury Tales,156-35-07500-14-5,Vera Taylor
2438,Don Quixote,240-33-40636-72-0,Ron Adams
2439,Les Misérables,527-82-40331-52-7,Phoebe Woods
2440,Paradise Lost,742-66-05622-83-0,Domenic Hunt
2441,Les Misérables,782-10-08003-43-4,Sabina Warner
2442,To the Lighthouse,762-47-22281-00-3,Kurt Upsdell
2443,In Search of Lost Time,447-47-43666-03-6,Daniel Ross
2444,The Handmaid's Tale,504-70-60807-70-5,Michael Baxter
2445,Pride and Prejudice,781-88-28714-28-2,Brad Whitehouse
2446,Gargantua and Pantagruel,158-64-67575-46-0,Javier Page 
2447,The Flowers of Evil,060-66-75871-78-7,Ruth Villiger
2448,Tess of the d'Urbervilles,318-22-13215-41-0,Bryon Asher
2449,Madame Bovary,176-04-72754-05-8,Makenzie Flack
2450,Moby Dick,714-46-46341-17-7,Josh Samuel
2451,Wuthering Heights,355-67-26365-26-1,Blake Thornton
2452,Tess of the d'Urbervilles,470-84-28686-18-7,Owen Nayler
2453,War and Peace,647-38-77007-35-3,Clint Clark
2454,Gulliver's Travels,383-38-25074-44-7,Angela Hewitt
2455,One Hundred Years of Solitude,878-45-82834-50-5,Fiona Cox
2456,The Red and the Black,226-26-21303-25-1,Hayden Devonport
2457,The Divine Comedy,581-46-81447-08-2,Katelyn Truscott
2458,Invisible Man,677-21-56045-82-2,Christy Jennson
2459,The Lord of The Rings,535-34-24723-04-6,Gil Blythe
2460,Lord of the Flies,152-53-33322-11-2,Elisabeth Radcliffe
2461,Paradise Lost,568-41-42381-65-6,Rae Ballard
2462,Pride and Prejudice,356-02-02828-35-8,Daphne Donovan
2463,Game of Thrones,338-68-08241-67-4,Julian Jackson
2464,Emma,711-53-66484-86-8,Zoe Thompson
2465,The Lord of The Rings,143-23-57778-40-6,Jessica Taylor
2466,Paradise Lost,303-40-52105-84-4,Sage Smith
2467,To Kill a Mockingbird,573-83-53757-23-1,Vanessa Emmett
2468,Les Misérables,645-10-71138-72-2,Abdul Furnell
2469,Invisible Man,614-68-30547-86-8,Tara Murray
2470,Don Quixote,372-54-82705-44-2,Rosalie Barrett
2471,The Canterbury Tales,463-56-04550-14-3,Danielle Whinter
2472,Don Quixote,238-31-21786-40-1,Erick Hooper
2473,Gargantua and Pantagruel,721-46-66078-03-5,Ember Wallace
2474,Don Quixote,662-73-42773-04-4,Dorothy Jarvis
2475,The Metamorphosis,744-55-51322-14-2,Johnathan Dubois
2476,The Grapes of Wrath,002-83-78673-64-3,Julian Graham
2477,Hamlet,122-40-10401-02-5,Evelynn Snow
2478,Tristram Shandy,126-53-65871-37-7,Rae Overson
2479,The Scarlet Letter,447-40-71435-73-2,Matthew Rogers
2480,The Grapes of Wrath,536-37-56520-55-2,Madelyn Phillips
2481,Wuthering Heights,164-80-35100-74-4,Mona Kelly
2482,The Odyssey,803-75-81867-47-0,Rhea Allen
2483,Gulliver's Travels,576-04-80175-80-6,Logan Hunter
2484,Vanity Fair,567-44-62825-02-8,Tom Funnell
2485,The Good Soldier,710-63-02673-28-8,Brad Slater
2486,Oedipus,442-40-03013-87-7,Benjamin Dunbar
2487,Anna Karenina,657-51-54763-00-3,Mark Hope
2488,Lord of the Flies,411-17-05625-37-8,Beatrice Robe
2489,To Kill a Mockingbird,411-02-76636-38-7,Elena Edley
2490,Paradise Lost,103-08-41880-18-6,Rick Owen
2491,The Sun Also Rises,610-11-34443-16-3,Mona Rose
2492,Les Misérables,587-65-50136-46-5,Aurelia Redden
2493,Wuthering Heights,344-48-68531-82-4,Mason Vaughan
2494,To the Lighthouse,008-61-40066-86-7,Katelyn Rigg
2495,The Great Gatsby,016-75-27114-08-7,Andie Upton
2496,Moby Dick,032-52-03428-07-5,Karen Swift
2497,One Hundred Years of Solitude,520-53-70580-00-8,Mason Waterson
2498,Paradise Lost,142-47-13232-72-5,Benny Hobson
2499,Great Expectations,367-55-41830-23-2,Daron Ross
2500,The Red and the Black,664-07-15204-13-2,Victoria Snow
2501,Gone With the Wind,218-04-80430-08-0,Priscilla Haines
2502,Oedipus,716-35-42250-85-0,Naomi Lindsay
2503,The Flowers of Evil,080-71-73430-53-8,Luna Rogers
2504,In Search of Lost Time,501-15-66688-08-3,Rowan Rodgers
2505,Nineteen Eighty Four,861-76-32813-58-5,Juliette Farrell
2506,In Search of Lost Time,082-43-22127-24-0,Rick Andersson
2507,The Lord of The Rings,567-67-67232-07-2,Alice Sherry
2508,The Sound and the Fury,401-64-48644-03-1,Kurt Carpenter
2509,The Brothers Karamazov ,765-71-13200-23-8,Makena Bristow
2510,Anna Karenina,147-81-28032-78-1,Nick Lunt
2511,Nineteen Eighty Four,587-03-76444-52-4,Deborah Jenkin
2512,Hamlet,550-06-46768-52-7,Luna Lewis
2513,The Lord of The Rings,761-17-51366-26-8,Sebastian Owen
2514,The Canterbury Tales,726-28-30158-01-5,Nancy Gilmore
2515,The Sound and the Fury,251-77-08586-30-7,Phillip Anderson
2516,War and Peace,687-37-20815-02-0,Samara Shea
2517, Oedipus at Colonus,883-28-27686-61-7,Ciara Chadwick
2518,Pride and Prejudice,138-33-20863-73-7,Anthony Parsons
2519,Gargantua and Pantagruel,613-37-60675-37-3,Emery Gates
2520,The Old Man and the Sea,558-55-52327-82-1,Lauren Hale
2521,The Grapes of Wrath,578-53-58655-50-2,Sofie Walton
2522,The Flowers of Evil,372-10-40848-03-6,Cedrick Ellery
2523,Robinson Crusoe,518-41-08800-52-8,Phillip Rivers
2524,Robinson Crusoe,336-74-27675-82-7,Dakota Leigh
2525,The Red and the Black,455-22-72204-45-5,Ciara Owen
2526,Wuthering Heights,462-41-80623-05-1,Jessica Lyon
2527,The Great Gatsby,131-00-53546-30-2,Ciara Grey
2528,The Sun Also Rises,178-33-65404-25-8,Katelyn Hunt
2529,The Sun Also Rises,153-24-17861-56-8,Gil Dwyer
2530,The Metamorphosis,021-57-65400-08-4,Rowan Campbell
2531,Ulysses,132-26-60465-87-0,Francesca Hall
2532,Wuthering Heights,102-72-77630-78-1,Martin Addison
2533,Don Quixote,775-32-51110-56-0,Isla Egerton
2534,Don Quixote,203-87-44535-25-4,Aleksandra Brown
2535,Gulliver's Travels,431-87-31617-10-3,Nate Mackenzie
2536,Hamlet,336-20-20788-75-5,Rhea Patel
2537, Oedipus at Colonus,130-13-61265-34-8,Emery Adams
2538,One Thousand and One Nights,500-64-01183-21-4,Matthew Archer
2539,Nineteen Eighty Four,146-78-64026-52-0,Ilona Fisher
2540,The Canterbury Tales,416-35-37842-81-1,Emmanuelle Stuart
2541,Paradise Lost,161-55-25613-48-7,Hayden Greenwood
2542,Robinson Crusoe,263-84-17744-47-1,Mike Lynch
2543,Robinson Crusoe,474-47-71648-20-5,Juliette Stevenson
2544,Gargantua and Pantagruel,560-65-53617-07-0,Rick Wilton
2545,One Hundred Years of Solitude,278-74-71202-56-7,Janelle Porter
2546,Robinson Crusoe,148-58-21750-17-3,Aisha Chapman
2547,Alice Adventures in Wonderland,146-81-77442-68-3,Morgan Irwin
2548,Paradise Lost,381-72-47087-03-6,Noah Harrison
2549,Oedipus,763-30-50148-37-2,Monica Turner
2550,The Flowers of Evil,788-28-08810-61-6,Faith Webster
2551,Paradise Lost,001-13-30664-31-5,Cassidy Yates
2552,Gulliver's Travels,066-37-64474-30-6,George Clarke
2553,The Handmaid's Tale,220-44-58514-46-5,Michael Bishop
2554,The Sound and the Fury,324-11-26647-55-0,Cassandra Herbert
2555, Oedipus at Colonus,238-34-17762-86-2,Ronald Hammond
2556,The Red and the Black,180-31-03786-28-1,Kassandra Fulton
2557,One Hundred Years of Solitude,240-47-16348-60-2,Erick Johnson
2558,The Old Man and the Sea,715-61-35543-48-4,Matthew Williams
2559,Ulysses,688-42-72860-67-6,Doug Kirby
2560,Hamlet,624-71-14736-14-8,Lexi Booth
2561,Tristram Shandy,026-54-23642-87-7,Hope Lynn
2562,The Sun Also Rises,021-84-74581-04-6,Elly Bradshaw
2563,Emma,774-31-81067-50-4,Sasha Wise
2564,Robinson Crusoe,182-44-42051-21-6,Clint Weatcroft
2565,In Search of Lost Time,550-17-20778-74-3,Cedrick Marshall
2566,Robinson Crusoe,541-72-22247-78-0,Katelyn Johnson
2567,The Brothers Karamazov ,616-23-61564-34-2,Alan Cooper
2568,Nineteen Eighty Four,881-62-37733-18-7,Samantha Clifton
2569,To the Lighthouse,108-12-78256-76-2,Rick Whatson
2570,Oedipus,314-23-78302-05-8,Drew Shields
2571,To Kill a Mockingbird,085-15-11355-80-0,Kurt Janes
2572, Oedipus at Colonus,342-16-28624-86-5,Cassandra Swift
2573,One Hundred Years of Solitude,587-46-03771-03-8,Allison Weston
2574,Tess of the d'Urbervilles,414-52-55435-16-0,Owen Matthews
2575,The Sun Also Rises,136-45-48280-83-2,Gil Yoman
2576,Gargantua and Pantagruel,404-72-31033-10-7,George Rees
2577,Tristram Shandy,222-37-54224-61-0,Michael Hunt
2578,Lord of the Flies,164-68-05410-62-1,Adeline Notman
2579,The Sound and the Fury,702-35-38487-48-2,Hayden Quinn
2580,Gone With the Wind,346-63-16755-70-1,Adalie Cobb
2581,Lord of the Flies,667-74-34182-04-8,Wade Carter
2582,The Metamorphosis,112-04-84507-14-7,Karen Walsh
2583, Oedipus at Colonus,150-68-11538-62-6,Bryon Fields
2584,The Sun Also Rises,766-12-72244-36-0,Carmen Summers
2585,The Sound and the Fury,072-71-00408-72-2,Chris Moore
2586,Wuthering Heights,060-88-66445-78-2,Rick Yard
2587,Tess of the d'Urbervilles,243-56-66617-38-1,Moira Nash
2588,Lolita,265-81-15254-24-6,Nathan Shields
2589,To the Lighthouse,224-63-03168-24-3,Kassandra Clarke
2590,The Handmaid's Tale,330-80-36301-31-3,Jack Bingham
2591,Oedipus,723-07-61641-26-2,Anthony Tait
2592,Don Quixote,025-41-86337-00-2,Aiden Purvis
2593,War and Peace,605-44-68251-45-6,Alan Woodcock
2594,Emma,347-25-26647-15-1,Julius Button
2595,Paradise Lost,287-54-55156-17-5,Anabelle Williams
2596,The Grapes of Wrath,013-30-67708-75-3,Aiden Thomson
2597,Game of Thrones,857-68-71004-58-7,Daphne Shaw
2598,Anna Karenina,551-21-18636-75-1,Sasha Jackson
2599,The Good Soldier,584-21-21381-28-2,Matthew Goldsmith
2600,Lord of the Flies,727-76-47841-23-7,John Lee
2601,Lord of the Flies,456-74-28818-67-1,Eduardo Olivier
2602,The Brothers Karamazov ,308-67-46350-78-0,Adalie Watson
2603,The Great Gatsby,244-33-87744-10-3,Brad Ramsey
2604,The Red and the Black,811-45-10472-08-1,Maggie Turner
2605, Oedipus at Colonus,607-58-11738-53-1,Enoch Logan
2606,Anna Karenina,075-55-34855-67-3,Logan Emerson
2607,Wuthering Heights,552-28-08522-30-6,Clint Jefferson
2608,Gulliver's Travels,874-40-62634-40-8,Noemi Herbert
2609,The Sound and the Fury,155-71-65030-17-7,Tony Clarke
2610,One Hundred Years of Solitude,564-74-78545-45-3,Tom Marshall
2611,The Sound and the Fury,234-07-07366-18-4,Aisha Stanley
2612,Vanity Fair,648-86-66251-04-8,Tony Radcliffe
2613, Oedipus at Colonus,742-37-55471-76-0,Daron Chapman
2614,The Brothers Karamazov ,276-75-57618-68-6,Luna Adams
2615,One Thousand and One Nights,418-87-73484-75-5,Alex Booth
2616,The Grapes of Wrath,703-12-74556-74-0,Owen Nash
2617,Gone With the Wind,763-04-82360-81-5,David Ryan
2618,Oedipus,623-22-24211-50-7,Liam Squire
2619,Hamlet,047-03-01746-44-0,Logan Attwood
2620,Great Expectations,824-24-37627-63-7,Barry Aldridge
2621,The Handmaid's Tale,008-62-12364-87-1,George Swan
2622,One Thousand and One Nights,881-64-18211-34-6,Michael Addis
2623,Vanity Fair,426-56-12777-88-1,Mark Overson
2624,Vanity Fair,262-75-80318-78-0,Marie Rivers
2625,Lolita,005-71-78752-03-8,Lindsay Horton
2626,The Magic Mountain,217-47-25241-37-6,Rosa Lambert
2627,Vanity Fair,233-50-82885-00-1,William Vincent
2628,Ulysses,688-11-68555-50-8,Chad Furnell
2629,The Good Soldier,650-61-24586-51-3,Ethan Osmond
2630,The Brothers Karamazov ,081-10-53042-68-0,Macy Hobson
2631,The Metamorphosis,324-05-53520-33-2,Makena Wright
2632,Gulliver's Travels,328-35-85668-75-7,Cassidy Whitmore
2633,The Flowers of Evil,717-73-27575-05-1,Cedrick Speed
2634,Alice Adventures in Wonderland,757-26-38386-40-3,Clint Mason
2635,In Search of Lost Time,587-08-81663-40-4,Bart Smith
2636,Lolita,614-40-78444-24-4,Barney Stuart
2637,War and Peace,253-07-56488-32-4,Ivy Victor
2638,The Metamorphosis,735-04-08543-72-2,Brad Kirby
2639,Tess of the d'Urbervilles,657-58-46007-51-0,Isabella Bell
2640,The Odyssey,207-56-54431-72-6,Fred Ebden
2641,The Good Soldier,857-88-77841-23-4,Renee Ingram
2642,To the Lighthouse,806-28-03143-87-3,Rylee Watt
2643,Tristram Shandy,848-73-10523-10-7,Chloe Roberts
2644,The Magic Mountain,610-28-44734-81-0,Valentina Howard
2645,Hamlet,533-44-76566-10-6,Raquel Walker
2646,Game of Thrones,313-10-84006-03-1,John Willson
2647,To Kill a Mockingbird,053-61-33526-37-5,Matthew Benson
2648,The Grapes of Wrath,675-85-38441-52-4,Jamie Grey
2649,Tess of the d'Urbervilles,624-31-70472-01-3,Jade Cox
2650,Anna Karenina,534-83-24161-63-6,Zara Farrell
2651,Gargantua and Pantagruel,067-54-05371-72-0,Brad Mcneill
2652,Wuthering Heights,743-82-00145-20-0,Eileen Lakey
2653,Paradise Lost,832-41-37450-58-5,Michaela Swift
2654,Great Expectations,384-76-57483-22-6,Elijah Craig
2655,To the Lighthouse,317-76-14460-31-7,Hailey Gilmour
2656,Oedipus,567-71-64010-51-8,Denis Overson
2657,Lord of the Flies,483-55-78205-32-1,Carrie Donovan
2658,The Brothers Karamazov ,541-51-43650-82-6,Maxwell Roth
2659,The Metamorphosis,215-18-78411-16-8,Victoria Watt
2660,The Brothers Karamazov ,287-53-48706-80-2,Lara Kaur
2661,The Sun Also Rises,207-75-61082-28-5,Phillip Collins
2662,The Flowers of Evil,803-87-55380-84-8,Enoch Bayliss
2663,One Thousand and One Nights,128-15-15541-67-3,Aurelia Bolton
2664,Gone With the Wind,335-43-42455-25-0,Meredith Williams
2665,The Canterbury Tales,434-53-77333-74-5,Lynn Wright
2666,Wuthering Heights,331-86-76685-30-3,Carla Tennant
2667,Lord of the Flies,580-80-46180-38-0,Benny Marshall
2668,Oedipus,110-26-57832-33-0,Amy Higgs
2669,Great Expectations,367-32-73667-26-7,Makenzie Cavanagh
2670,David Copperfield,403-87-32062-37-8,Sebastian Gordon
2671,Oedipus,177-28-36486-41-4,Maxwell Rosenbloom
2672,Les Misérables,255-35-35255-08-7,Michael Edmonds
2673,The Canterbury Tales,804-34-66475-68-1,Moira Ellis
2674,War and Peace,823-24-32036-65-1,Vanessa Richardson
2675,Wuthering Heights,245-86-77867-73-3,Caleb Snow
2676,Don Quixote,514-73-51318-87-5,Chadwick Flynn
2677,To Kill a Mockingbird,721-61-34365-35-8,Sebastian Weasley
2678, Oedipus at Colonus,577-47-73558-70-1,Makena Logan
2679,The Handmaid's Tale,680-43-78460-77-2,Phillip Allen
2680,Gone With the Wind,676-28-47053-52-5,Elijah Boden
2681,Les Misérables,443-51-07017-57-2,Janice Stone 
2682,The Good Soldier,630-26-41373-21-0,Denis Purvis
2683,Invisible Man,180-84-67275-12-2,Cecilia Mills
2684,The Grapes of Wrath,476-06-01235-58-0,Anthony Chadwick
2685,Great Expectations,134-51-51087-00-4,John Roberts
2686,Game of Thrones,263-83-88610-23-6,Danny Swift
2687,Gulliver's Travels,882-33-24072-11-7,Molly Stanton
2688,Pride and Prejudice,523-47-44784-75-2,Carissa Dempsey
2689,The Good Soldier,300-68-47855-75-2,Fred Notman
2690,Lolita,070-41-36436-53-5,Carl Dyson
2691,Emma,044-26-75427-62-6,Courtney Ralph
